pattern,sample_id,label,p1_company_1_id,p1_company_1_jurisdiction,p1_company_1_cin_present,p1_company_1_pan_present,p1_company_1_age_years,p1_company_1_revenue_cr,p1_company_1_employee_count,p1_company_1_is_shell,p1_company_2_id,p1_company_2_jurisdiction,p1_company_2_cin_present,p1_company_2_pan_present,p1_company_2_age_years,p1_company_2_revenue_cr,p1_company_2_employee_count,p1_company_2_is_shell,p1_company_3_id,p1_company_3_jurisdiction,p1_company_3_cin_present,p1_company_3_pan_present,p1_company_3_age_years,p1_company_3_revenue_cr,p1_company_3_employee_count,p1_company_3_is_shell,p1_tx1_from,p1_tx1_to,p1_tx1_amount_cr,p1_tx1_date,p1_tx1_type,p1_tx2_from,p1_tx2_to,p1_tx2_amount_cr,p1_tx2_date,p1_tx2_type,p1_tx3_from,p1_tx3_to,p1_tx3_amount_cr,p1_tx3_date,p1_tx3_type,num_dtaa_jurisdictions,num_companies,has_layering_jurisdiction,p2_borrower_id,p2_borrower_jurisdiction,p2_borrower_cin_present,p2_borrower_pan_present,p2_borrower_age_years,p2_borrower_revenue_cr,p2_borrower_employee_count,p2_borrower_is_shell,p2_shell_1_id,p2_shell_1_jurisdiction,p2_shell_1_cin_present,p2_shell_1_pan_present,p2_shell_1_age_years,p2_shell_1_revenue_cr,p2_shell_1_employee_count,p2_shell_1_is_shell,p2_bank_1_id,p2_bank_1_bank,p2_bank_1_jurisdiction,p2_tx1_from_entity_id,p2_tx1_to_entity_id,p2_tx1_from_bank,p2_tx1_to_bank,p2_tx1_amount_cr,p2_tx1_date,p2_tx1_type,p2_tx2_from_entity_id,p2_tx2_to_entity_id,p2_tx2_from_bank,p2_tx2_to_bank,p2_tx2_amount_cr,p2_tx2_date,p2_tx2_type,p2_tx3_from_entity_id,p2_tx3_to_entity_id,p2_tx3_from_bank,p2_tx3_to_bank,p2_tx3_amount_cr,p2_tx3_date,p2_tx3_type,repayment_coincides_with_new_loan,new_loan_within_days_of_due_date,n_loan_cycles,p3_indian_id,p3_indian_jurisdiction,p3_indian_cin_present,p3_indian_pan_present,p3_indian_age_years,p3_indian_revenue_cr,p3_indian_employee_count,p3_indian_is_shell,p3_foreign_id,p3_foreign_jurisdiction,p3_foreign_cin_present,p3_foreign_pan_present,p3_foreign_age_years,p3_foreign_revenue_cr,p3_foreign_employee_count,p3_foreign_is_shell,p3_inv1_from_entity,p3_inv1_to_entity,p3_inv1_declared_value_lakhs,p3_inv1_date,p3_inv2_from_entity,p3_inv2_to_entity,p3_inv2_declared_value_lakhs,p3_inv2_date,p3_inv3_from_entity,p3_inv3_to_entity,p3_inv3_declared_value_lakhs,p3_inv3_date,goods_easily_mispriced,foreign_entity_employee_count,n_invoices,p4_person_id,p4_person_jurisdiction,p4_person_pan_present,p4_person_age_years,p4_person_is_pep,p4_person_declared_income_lakhs,p4_bank_id,p4_bank_bank,p4_bank_jurisdiction,p4_tx1_amount_cr,p4_tx1_type,p4_tx1_date,p4_tx2_amount_cr,p4_tx2_type,p4_tx2_date,p4_tx3_amount_cr,p4_tx3_type,p4_tx3_date,cash_to_wire_ratio,wire_within_7_days_of_cash,all_deposits_below_ctr_threshold,p5_real_owner_id,p5_real_owner_jurisdiction,p5_real_owner_pan_present,p5_real_owner_age_years,p5_real_owner_is_pep,p5_nominee_1_id,p5_nominee_1_jurisdiction,p5_nominee_1_pan_present,p5_nominee_1_age_years,p5_property_1_id,p5_property_1_registered_owner_id,p5_property_1_actual_owner_id,p5_property_1_value_cr,p5_property_1_registration_date,p5_shell_1_id,p5_shell_1_director_id,p5_shell_1_beneficial_owner_id,nominees_same_introducer,shells_have_zero_revenue,affordability_ratio,p6_pep_id,p6_pep_jurisdiction,p6_pep_is_pep,p6_pep_age_years,p6_contractor_id,p6_contractor_jurisdiction,p6_contractor_cin_present,p6_contractor_pan_present,p6_contractor_age_years,p6_contractor_revenue_cr,p6_contractor_employee_count,p6_contractor_is_shell,p6_shell_id,p6_shell_jurisdiction,p6_shell_is_shell,p6_government_id,p6_government_jurisdiction,p6_tx1_from,p6_tx1_to,p6_tx1_amount_cr,p6_tx1_date,p6_tx1_type,p6_tx2_from,p6_tx2_to,p6_tx2_amount_cr,p6_tx2_date,p6_tx2_type,p6_tx3_from,p6_tx3_to,p6_tx3_amount_cr,p6_tx3_date,p6_tx3_type,shell_has_single_client,shell_client_is_govt_contractor,pep_approved_contract
P2,S2-BCD5B9ED,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-4BCB6E3D,IN,True,True,5.939792034239726,886.23,1291,False,,,,,,,,,BA-A0FF4882,Canara Bank,,CO-4BCB6E3D,,,ICICI Bank,7.792724282133162,2025-03-14,EMI_REPAYMENT,CO-4BCB6E3D,,,Indian Bank,7.822560391719488,2025-04-13,EMI_REPAYMENT,CO-4BCB6E3D,,,ICICI Bank,7.75008997149475,2025-05-13,EMI_REPAYMENT,False,False,0.32128657469003297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-38765D85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-CCC5BE73,IN,True,True,11.44690165397627,354.01,1226,False,CO-27952721,IN,True,True,0.7719342053939797,14.4,10,True,BA-9F5678C3,Punjab National Bank,,,CO-CFDC3614,Punjab National Bank,,1558.43,2021-06-13,LOAN_DISBURSAL,CO-CFDC3614,CO-CCC5BE73,,,1527.2614,2021-06-17,RELATED_PARTY_TRANSFER,CO-CCC5BE73,,,Punjab National Bank,1480.5085,2021-06-17,LOAN_REPAYMENT,True,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-1ED5F7F6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-CCF8BD16,IN,True,True,12.118497030692485,454.49,251,False,,,,,,,,,BA-869241FB,HDFC Bank,,,CO-CCF8BD16,ICICI Bank,,1176.41,2023-06-13,LOAN_RESTRUCTURING,CO-CCF8BD16,,,ICICI Bank,1117.5895,2023-06-19,LOAN_REPAYMENT,,CO-CCF8BD16,IDBI Bank,,1263.1386420394635,2023-12-10,LOAN_RESTRUCTURING,True,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-591C0418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-1ED3CA6B,IN,True,True,7.244802044491612,234.29,1569,False,,,,,,,,,BA-CB60C335,HDFC Bank,,,CO-1ED3CA6B,Axis Bank,,560.21,2024-06-12,LOAN_RESTRUCTURING,CO-1ED3CA6B,,,Axis Bank,532.1995000000001,2024-06-18,LOAN_REPAYMENT,,CO-1ED3CA6B,HDFC Bank,,641.05616198913,2024-12-09,LOAN_RESTRUCTURING,True,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-18A295FF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-7A14A559,IN,True,True,18.48562710831407,2217.96,1910,False,,,,,,,,,BA-A58ED5C7,Kotak Bank,,CO-7A14A559,,,State Bank of India,13.071672155173793,2025-03-14,EMI_REPAYMENT,CO-7A14A559,,,State Bank of India,13.174138292197279,2025-04-13,EMI_REPAYMENT,CO-7A14A559,,,Bank of Baroda,12.999951139812492,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-EFFFC73C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-3C43BE63,IN,True,True,22.37538453590226,829.86,2648,False,,,,,,,,,BA-4041AF9C,ICICI Bank,,CO-3C43BE63,,,Yes Bank,13.581818815137963,2025-03-14,EMI_REPAYMENT,CO-3C43BE63,,,ICICI Bank,13.843201601460024,2025-04-13,EMI_REPAYMENT,CO-3C43BE63,,,ICICI Bank,13.861156900311396,2025-05-13,EMI_REPAYMENT,False,False,0.050576233766127854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-7EB74D77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-A0849405,IN,True,True,19.886537045954455,560.62,2758,False,,,,,,,,,BA-D83AF23B,Bank of Baroda,,CO-A0849405,,,Bank of Baroda,5.630999156498312,2025-03-14,EMI_REPAYMENT,CO-A0849405,,,Bank of Baroda,5.646709386297322,2025-04-13,EMI_REPAYMENT,CO-A0849405,,,Bank of Baroda,5.795760217319269,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-4A5042BF,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-179AB230,IN,True,True,16.2772454040513,804.26,262,False,,,,,,,,,BA-D065E7E3,State Bank of India,,,CO-179AB230,State Bank of India,,1428.4,2021-06-13,LOAN_RESTRUCTURING,CO-179AB230,,,State Bank of India,1356.98,2021-06-27,LOAN_REPAYMENT,,CO-179AB230,State Bank of India,,1543.9443374211187,2021-12-10,LOAN_RESTRUCTURING,True,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-329CD5CC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-181E4412,IN,True,True,16.367490044263327,1338.2,1024,False,,,,,,,,,BA-51824E11,ICICI Bank,,,CO-181E4412,ICICI Bank,,1863.34,2024-06-12,LOAN_RESTRUCTURING,CO-181E4412,,,ICICI Bank,1770.1729999999998,2024-06-20,LOAN_REPAYMENT,,CO-181E4412,ICICI Bank,,2130.2647539617356,2024-12-09,LOAN_RESTRUCTURING,True,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-46A0D0A3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-40AE6F2D,IN,True,True,19.465454299316193,312.49,1161,False,CO-98F45579,IN,True,True,2.083723143033291,18.88,9,True,BA-4F37D772,Kotak Bank,,,CO-98F45579,Kotak Bank,,713.53,2021-06-13,LOAN_DISBURSAL,CO-98F45579,CO-40AE6F2D,,,699.2593999999999,2021-06-17,RELATED_PARTY_TRANSFER,CO-40AE6F2D,,,Kotak Bank,677.8534999999999,2021-06-16,LOAN_REPAYMENT,True,True,6.451599734708099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-E2EB14A9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-5BDDF5B0,IN,True,True,7.640308812847943,288.57,385,False,CO-44ED2ED1,IN,True,True,2.2622322876061216,10.72,7,True,BA-B69E62EA,Indian Bank,,,CO-44ED2ED1,ICICI Bank,,1867.18,2021-06-13,LOAN_DISBURSAL,CO-44ED2ED1,CO-5BDDF5B0,,,1829.8364000000001,2021-06-14,RELATED_PARTY_TRANSFER,CO-5BDDF5B0,,,Union Bank,1773.821,2021-06-17,LOAN_REPAYMENT,True,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-D1FCF39F,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-BB2093F1,IN,True,True,8.993984204012822,2092.29,1111,False,,,,,,,,,BA-A7C895CE,Bank of Baroda,,CO-BB2093F1,,,IDBI Bank,12.8260894862154,2025-03-14,EMI_REPAYMENT,CO-BB2093F1,,,Bank of Baroda,12.43099080709748,2025-04-13,EMI_REPAYMENT,CO-BB2093F1,,,IDBI Bank,12.52544537808515,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-F5370854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-83844B2C,IN,True,True,8.165453100189001,1280.15,1273,False,,,,,,,,,BA-4E8C18B3,Bank of Baroda,,CO-83844B2C,,,Union Bank,7.83564730278007,2025-03-14,EMI_REPAYMENT,CO-83844B2C,,,Union Bank,7.659958178867105,2025-04-13,EMI_REPAYMENT,CO-83844B2C,,,Bank of Baroda,7.760846850347978,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-D640C95F,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-4B11DEF5,IN,True,True,13.97679220358164,829.74,2683,False,,,,,,,,,BA-6C028BE7,State Bank of India,,CO-4B11DEF5,,,Canara Bank,6.305390874976998,2025-03-14,EMI_REPAYMENT,CO-4B11DEF5,,,State Bank of India,6.408013043476557,2025-04-13,EMI_REPAYMENT,CO-4B11DEF5,,,Punjab National Bank,6.36735634590728,2025-05-13,EMI_REPAYMENT,False,True,0.24349548870973936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-C7D63A0E,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-D6901EF7,IN,True,True,7.252981477408262,159.76,1381,False,,,,,,,,,BA-E3A03F2F,Axis Bank,,,CO-D6901EF7,Axis Bank,,441.53,2022-06-13,LOAN_RESTRUCTURING,CO-D6901EF7,,,Axis Bank,419.45349999999996,2022-06-17,LOAN_REPAYMENT,,CO-D6901EF7,Axis Bank,,495.352155232939,2022-12-10,LOAN_RESTRUCTURING,True,True,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-62D5D155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-C0A1C393,IN,True,True,7.4056039794615325,1309.1,1222,False,,,,,,,,,BA-6457EF7F,Canara Bank,,,CO-C0A1C393,Canara Bank,,1679.85,2024-06-12,LOAN_RESTRUCTURING,CO-C0A1C393,,,Canara Bank,1595.8574999999998,2024-06-17,LOAN_REPAYMENT,,CO-C0A1C393,Union Bank,,1872.0814159316678,2024-12-09,LOAN_RESTRUCTURING,True,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-8BB9AABD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-A4BF4147,IN,True,True,13.078480752876413,37.12,1237,False,,,,,,,,,BA-FAD48248,Axis Bank,,CO-A4BF4147,,,Bank of Baroda,0.5988435569252487,2025-03-14,EMI_REPAYMENT,CO-A4BF4147,,,Bank of Baroda,0.5888781997395367,2025-04-13,EMI_REPAYMENT,CO-A4BF4147,,,Bank of Baroda,0.6051788019497127,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-A61880B9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-CFE9BC52,IN,True,True,9.490893474168477,955.13,1869,False,CO-2654D656,IN,True,True,0.526682931011174,14.53,3,True,BA-A8E6757D,HDFC Bank,,,CO-55EA255F,HDFC Bank,,1479.64,2021-06-13,LOAN_DISBURSAL,CO-55EA255F,CO-CFE9BC52,,,1450.0472,2021-06-15,RELATED_PARTY_TRANSFER,CO-CFE9BC52,,,HDFC Bank,1405.6580000000001,2021-06-19,LOAN_REPAYMENT,True,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-839C054B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-C3014551,IN,True,True,16.443094347947593,282.83,832,False,CO-E4BE7EDD,IN,True,True,0.8391232106927258,15.47,2,True,BA-5BDE2903,IDBI Bank,,,CO-E4BE7EDD,ICICI Bank,,537.07,2024-06-12,LOAN_DISBURSAL,CO-E4BE7EDD,CO-C3014551,,,526.3286,2024-06-19,RELATED_PARTY_TRANSFER,CO-C3014551,,,Bank of Baroda,510.2165,2024-06-20,LOAN_REPAYMENT,True,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-1B33442A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-0B9C1135,IN,True,True,8.518550991904057,826.37,1727,False,,,,,,,,,BA-90F31FE4,Axis Bank,,CO-0B9C1135,,,Axis Bank,4.780472634742235,2025-03-14,EMI_REPAYMENT,CO-0B9C1135,,,Axis Bank,4.8232638814753654,2025-04-13,EMI_REPAYMENT,CO-0B9C1135,,,Axis Bank,4.800939688939627,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-8AC5F585,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-783085C9,IN,True,True,7.0521204672527045,1169.55,976,False,,,,,,,,,BA-91A4E8EA,IDBI Bank,,CO-783085C9,,,IDBI Bank,9.492149863372127,2025-03-14,EMI_REPAYMENT,CO-783085C9,,,IDBI Bank,9.509118372601668,2025-04-13,EMI_REPAYMENT,CO-783085C9,,,IDBI Bank,9.415114759096744,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-9F368272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-A07C91A6,IN,True,True,9.681444158047348,1632.58,2544,False,,,,,,,,,BA-4FC595E6,ICICI Bank,,CO-A07C91A6,,,ICICI Bank,10.208396783027046,2025-03-14,EMI_REPAYMENT,CO-A07C91A6,,,ICICI Bank,10.21675170304492,2025-04-13,EMI_REPAYMENT,CO-A07C91A6,,,ICICI Bank,10.100554382560125,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-8FAAFC76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-55B57BB8,IN,True,True,6.998401330650513,2232.39,1120,False,,,,,,,,,BA-C5E4015F,ICICI Bank,,CO-55B57BB8,,,ICICI Bank,13.872785957290343,2025-03-14,EMI_REPAYMENT,CO-55B57BB8,,,ICICI Bank,13.944833315594128,2025-04-13,EMI_REPAYMENT,CO-55B57BB8,,,ICICI Bank,14.014213389247653,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-49DCEB22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-90876815,IN,True,True,16.951357732833436,556.72,705,False,CO-881A37C4,IN,True,True,1.923674611760305,14.11,6,True,BA-D5692776,HDFC Bank,,,CO-881A37C4,Punjab National Bank,,916.95,2024-06-12,LOAN_DISBURSAL,CO-881A37C4,CO-90876815,,,898.611,2024-06-14,RELATED_PARTY_TRANSFER,CO-90876815,,,HDFC Bank,871.1025,2024-06-19,LOAN_REPAYMENT,True,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-D4F09CDA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-6A206B22,IN,True,True,12.470936994834293,2373.31,2807,False,,,,,,,,,BA-86DE5347,Axis Bank,,CO-6A206B22,,,Axis Bank,13.56265861848604,2025-03-14,EMI_REPAYMENT,CO-6A206B22,,,Axis Bank,13.563615808695353,2025-04-13,EMI_REPAYMENT,CO-6A206B22,,,Axis Bank,13.868860621467665,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-007E1E45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-7E28CF24,IN,True,True,20.25864605787399,226.53,2947,False,,,,,,,,,BA-6F9942AA,Axis Bank,,CO-7E28CF24,,,Punjab National Bank,1.969684183251014,2025-03-14,EMI_REPAYMENT,CO-7E28CF24,,,Punjab National Bank,1.932352636572057,2025-04-13,EMI_REPAYMENT,CO-7E28CF24,,,Axis Bank,1.9135409382581376,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-8CA5D185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-5B0ED918,IN,True,True,6.142027345670741,112.1,586,False,,,,,,,,,BA-DB90C212,Punjab National Bank,,,CO-5B0ED918,HDFC Bank,,574.06,2024-06-12,LOAN_RESTRUCTURING,CO-5B0ED918,,,Bank of Baroda,545.357,2024-06-24,LOAN_REPAYMENT,,CO-5B0ED918,Punjab National Bank,,620.6672357458153,2024-12-09,LOAN_RESTRUCTURING,True,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-2D9513E4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-B8341C92,IN,True,True,7.750685760606824,312.39,797,False,,,,,,,,,BA-57F284F7,ICICI Bank,,CO-B8341C92,,,Canara Bank,3.767760559533794,2025-03-14,EMI_REPAYMENT,CO-B8341C92,,,HDFC Bank,3.7781546934232226,2025-04-13,EMI_REPAYMENT,CO-B8341C92,,,ICICI Bank,3.8625308599702293,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-772F6532,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-2C794F02,IN,True,True,6.8977370071930295,1100.37,776,False,,,,,,,,,BA-01B82186,Yes Bank,,CO-2C794F02,,,Yes Bank,9.991408078136372,2025-03-14,EMI_REPAYMENT,CO-2C794F02,,,Yes Bank,10.036813841604538,2025-04-13,EMI_REPAYMENT,CO-2C794F02,,,Yes Bank,10.256584665717762,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-E02A1CFC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-3622320B,IN,True,True,10.703441210998959,711.38,725,False,,,,,,,,,BA-9A1DD61B,Canara Bank,,CO-3622320B,,,Canara Bank,9.058915076453212,2025-03-14,EMI_REPAYMENT,CO-3622320B,,,Kotak Bank,8.841343095957793,2025-04-13,EMI_REPAYMENT,CO-3622320B,,,HDFC Bank,8.958206762635953,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2,S2-1ED9F5EC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CO-6F0A8B95,IN,True,True,12.661197713155959,1298.35,2277,False,,,,,,,,,BA-824EBBEB,Union Bank,,CO-6F0A8B95,,,Union Bank,10.237778207867006,2025-03-14,EMI_REPAYMENT,CO-6F0A8B95,,,IDBI Bank,10.364101594182316,2025-04-13,EMI_REPAYMENT,CO-6F0A8B95,,,IDBI Bank,10.043147501527736,2025-05-13,EMI_REPAYMENT,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
